(2.5, 2)
(5.0, 6)
(7.5, 8)
(10.0, 8)
(12.5, 12)
(15.0, 12)
(17.5, 14)
(20.0, 16)
(22.5, 16)
(25.0, 16)
(27.5, 18)
(30.0, 18)
(32.5, 20)
(35.0, 22)
(37.5, 22)
(40.0, 24)
(42.5, 26)
(45.0, 26)
(47.5, 28)
(50.0, 28)
(52.5, 30)
(55.0, 32)
(57.5, 36)
(60.0, 36)
(62.5, 38)
(65.0, 38)
(67.5, 40)
(70.0, 42)
(72.5, 42)
(75.0, 42)
(77.5, 44)
(80.0, 44)
(82.5, 46)
(85.0, 46)
(87.5, 50)
(90.0, 50)
(92.5, 52)
(95.0, 54)
(97.5, 54)
(100.0, 56)
(102.5, 58)
(105.0, 58)
(107.5, 58)
(110.0, 60)
(112.5, 62)
(115.0, 64)
(117.5, 64)
(120.0, 64)
(122.5, 68)
(125.0, 68)
(127.5, 70)
(130.0, 72)
(132.5, 74)
(135.0, 76)
(137.5, 78)
(140.0, 78)
(142.5, 78)
(145.0, 80)
(147.5, 82)
(150.0, 84)
(152.5, 86)
(155.0, 86)
(157.5, 86)
(160.0, 86)
(162.5, 90)
(165.0, 90)
(167.5, 92)
(170.0, 92)
(172.5, 94)
(175.0, 96)
(177.5, 96)
(180.0, 98)
(182.5, 98)
(185.0, 100)
(187.5, 100)
(190.0, 100)
(192.5, 102)
(195.0, 104)
(197.5, 106)
(200.0, 110)
(202.5, 112)
(205.0, 112)
(207.5, 112)
(210.0, 114)
(212.5, 116)
(215.0, 118)
(217.5, 118)
(220.0, 120)
(222.5, 122)
(225.0, 122)
(227.5, 122)
(230.0, 124)
(232.5, 124)
(235.0, 126)
(237.5, 126)
(240.0, 130)
(242.5, 130)
(245.0, 130)
(247.5, 132)
(250.0, 132)
(252.5, 132)
(255.0, 134)
(257.5, 134)
(260.0, 136)
(262.5, 138)
(265.0, 140)
(267.5, 144)
(270.0, 144)
(272.5, 146)
(275.0, 146)
(277.5, 148)
(280.0, 150)
(282.5, 152)
(285.0, 152)
(287.5, 156)
(290.0, 156)
(292.5, 156)
(295.0, 156)
(297.5, 158)
(300.0, 162)
(302.5, 162)
(305.0, 164)
(307.5, 164)
(310.0, 166)
(312.5, 166)
(315.0, 168)
(317.5, 168)
(320.0, 170)
(322.5, 170)
(325.0, 172)
(327.5, 176)
(330.0, 176)
(332.5, 178)
(335.0, 180)
(337.5, 182)
(340.0, 184)
(342.5, 184)
(345.0, 186)
(347.5, 186)
(350.0, 188)
(352.5, 190)
(355.0, 192)
(357.5, 192)
(360.0, 192)
(362.5, 196)
(365.0, 198)
(367.5, 198)
(370.0, 198)
(372.5, 198)
(375.0, 200)
(377.5, 200)
(380.0, 202)
(382.5, 204)
(385.0, 206)
(387.5, 208)
(390.0, 208)
(392.5, 212)
(395.0, 214)
(397.5, 214)
(400.0, 214)
(402.5, 216)
(405.0, 216)
(407.5, 216)
(410.0, 218)
(412.5, 220)
(415.0, 222)
(417.5, 222)
(420.0, 222)
(422.5, 222)
(425.0, 222)
(427.5, 224)
(430.0, 226)
(432.5, 228)
(435.0, 230)
(437.5, 230)
(440.0, 232)
(442.5, 234)
(445.0, 234)
(447.5, 236)
(450.0, 238)
(452.5, 238)
(455.0, 238)
(457.5, 240)
(460.0, 242)
(462.5, 242)
(465.0, 244)
(467.5, 246)
(470.0, 246)
(472.5, 248)
(475.0, 250)
(477.5, 250)
(480.0, 252)
(482.5, 254)
(485.0, 256)
(487.5, 256)
(490.0, 258)
(492.5, 260)
(495.0, 260)
(497.5, 260)
(500.0, 260)
(502.5, 260)
(505.0, 262)
(507.5, 260)
(510.0, 262)
(512.5, 262)
(515.0, 260)
(517.5, 262)
(520.0, 262)
(522.5, 260)
(525.0, 262)
(527.5, 262)
(530.0, 262)
(532.5, 262)
(535.0, 264)
(537.5, 264)
(540.0, 264)
(542.5, 264)
(545.0, 266)
(547.5, 268)
(550.0, 266)
(552.5, 268)
(555.0, 264)
(557.5, 260)
(560.0, 260)
(562.5, 262)
(565.0, 264)
(567.5, 264)
(570.0, 260)
(572.5, 262)
(575.0, 262)
(577.5, 260)
(580.0, 262)
(582.5, 264)
(585.0, 264)
(587.5, 264)
(590.0, 264)
(592.5, 266)
(595.0, 264)
(597.5, 262)
(600.0, 262)
(602.5, 258)
(605.0, 258)
(607.5, 258)
(610.0, 258)
(612.5, 258)
(615.0, 258)
(617.5, 260)
(620.0, 260)
(622.5, 260)
(625.0, 260)
(627.5, 262)
(630.0, 262)
(632.5, 260)
(635.0, 260)
(637.5, 260)
(640.0, 260)
(642.5, 262)
(645.0, 262)
(647.5, 262)
(650.0, 264)
(652.5, 264)
(655.0, 264)
(657.5, 260)
(660.0, 260)
(662.5, 254)
(665.0, 256)
(667.5, 256)
(670.0, 256)
(672.5, 258)
(675.0, 256)
(677.5, 258)
(680.0, 258)
(682.5, 258)
(685.0, 260)
(687.5, 260)
(690.0, 260)
(692.5, 260)
(695.0, 260)
(697.5, 260)
(700.0, 258)
(702.5, 258)
(705.0, 258)
(707.5, 260)
(710.0, 258)
(712.5, 256)
(715.0, 254)
(717.5, 254)
(720.0, 252)
(722.5, 252)
(725.0, 252)
(727.5, 254)
(730.0, 250)
(732.5, 252)
(735.0, 252)
(737.5, 252)
(740.0, 254)
(742.5, 254)
(745.0, 254)
(747.5, 256)
(750.0, 252)
(752.5, 252)
(755.0, 252)
(757.5, 254)
(760.0, 254)
(762.5, 254)
(765.0, 252)
(767.5, 248)
(770.0, 246)
(772.5, 244)
(775.0, 246)
(777.5, 248)
(780.0, 248)
(782.5, 248)
(785.0, 248)
(787.5, 246)
(790.0, 246)
(792.5, 246)
(795.0, 246)
(797.5, 246)
(800.0, 248)
(802.5, 248)
(805.0, 250)
(807.5, 250)
(810.0, 250)
(812.5, 246)
(815.0, 246)
(817.5, 246)
(820.0, 246)
(822.5, 246)
(825.0, 248)
(827.5, 248)
(830.0, 248)
(832.5, 248)
(835.0, 250)
(837.5, 252)
(840.0, 254)
(842.5, 254)
(845.0, 254)
(847.5, 254)
(850.0, 254)
(852.5, 252)
(855.0, 252)
(857.5, 250)
(860.0, 250)
(862.5, 250)
(865.0, 250)
(867.5, 250)
(870.0, 250)
(872.5, 250)
(875.0, 250)
(877.5, 250)
(880.0, 250)
(882.5, 250)
(885.0, 250)
(887.5, 250)
(890.0, 252)
(892.5, 254)
(895.0, 254)
(897.5, 252)
(900.0, 254)
(902.5, 256)
(905.0, 254)
(907.5, 254)
(910.0, 254)
(912.5, 254)
(915.0, 254)
(917.5, 254)
(920.0, 256)
(922.5, 256)
(925.0, 256)
(927.5, 252)
(930.0, 250)
(932.5, 252)
(935.0, 254)
(937.5, 254)
(940.0, 252)
(942.5, 250)
(945.0, 250)
(947.5, 250)
(950.0, 252)
(952.5, 252)
(955.0, 254)
(957.5, 254)
(960.0, 254)
(962.5, 254)
(965.0, 254)
(967.5, 254)
(970.0, 254)
(972.5, 254)
(975.0, 254)
(977.5, 254)
(980.0, 256)
(982.5, 254)
(985.0, 252)
(987.5, 252)
(990.0, 252)
(992.5, 250)
(995.0, 246)
(997.5, 244)
(1000.0, 246)
(1002.5, 246)
(1005.0, 246)
(1007.5, 246)
(1010.0, 246)
(1012.5, 248)
(1015.0, 248)
(1017.5, 248)
(1020.0, 250)
(1022.5, 250)
(1025.0, 254)
(1027.5, 254)
(1030.0, 254)
(1032.5, 254)
(1035.0, 254)
(1037.5, 256)
(1040.0, 256)
(1042.5, 258)
(1045.0, 260)
(1047.5, 260)
(1050.0, 262)
(1052.5, 262)
(1055.0, 262)
(1057.5, 262)
(1060.0, 264)
(1062.5, 264)
(1065.0, 264)
(1067.5, 266)
(1070.0, 266)
(1072.5, 264)
(1075.0, 266)
(1077.5, 268)
(1080.0, 266)
(1082.5, 264)
(1085.0, 260)
(1087.5, 262)
(1090.0, 264)
(1092.5, 258)
(1095.0, 260)
(1097.5, 260)
(1100.0, 260)
(1102.5, 260)
(1105.0, 258)
(1107.5, 260)
(1110.0, 260)
(1112.5, 254)
(1115.0, 256)
(1117.5, 254)
(1120.0, 256)
(1122.5, 256)
(1125.0, 256)
(1127.5, 256)
(1130.0, 256)
(1132.5, 256)
(1135.0, 256)
(1137.5, 258)
(1140.0, 258)
(1142.5, 260)
(1145.0, 260)
(1147.5, 260)
(1150.0, 260)
(1152.5, 260)
(1155.0, 260)
(1157.5, 262)
(1160.0, 262)
(1162.5, 264)
(1165.0, 264)
(1167.5, 264)
(1170.0, 260)
(1172.5, 262)
(1175.0, 262)
(1177.5, 262)
(1180.0, 262)
(1182.5, 260)
(1185.0, 258)
(1187.5, 258)
(1190.0, 260)
(1192.5, 260)
(1195.0, 260)
(1197.5, 260)
(1200.0, 262)
(1202.5, 264)
(1205.0, 264)
(1207.5, 262)
(1210.0, 262)
(1212.5, 264)
(1215.0, 264)
(1217.5, 264)
(1220.0, 262)
(1222.5, 260)
(1225.0, 260)
(1227.5, 260)
(1230.0, 262)
(1232.5, 260)
(1235.0, 260)
(1237.5, 260)
(1240.0, 260)
(1242.5, 260)
(1245.0, 258)
(1247.5, 258)
(1250.0, 256)
(1252.5, 254)
(1255.0, 250)
(1257.5, 252)
(1260.0, 256)
(1262.5, 254)
(1265.0, 256)
(1267.5, 256)
(1270.0, 256)
(1272.5, 256)
(1275.0, 258)
(1277.5, 254)
(1280.0, 252)
(1282.5, 254)
(1285.0, 254)
(1287.5, 254)
(1290.0, 256)
(1292.5, 254)
(1295.0, 256)
(1297.5, 256)
(1300.0, 258)
(1302.5, 258)
(1305.0, 258)
(1307.5, 258)
(1310.0, 258)
(1312.5, 254)
(1315.0, 252)
(1317.5, 254)
(1320.0, 254)
(1322.5, 252)
(1325.0, 250)
(1327.5, 250)
(1330.0, 250)
(1332.5, 250)
(1335.0, 250)
(1337.5, 250)
(1340.0, 250)
(1342.5, 250)
(1345.0, 250)
(1347.5, 250)
(1350.0, 252)
(1352.5, 252)
(1355.0, 252)
(1357.5, 254)
(1360.0, 254)
(1362.5, 254)
(1365.0, 256)
(1367.5, 256)
(1370.0, 254)
(1372.5, 250)
(1375.0, 250)
(1377.5, 248)
(1380.0, 250)
(1382.5, 250)
(1385.0, 252)
(1387.5, 254)
(1390.0, 248)
(1392.5, 250)
(1395.0, 248)
(1397.5, 250)
(1400.0, 250)
(1402.5, 250)
(1405.0, 250)
(1407.5, 250)
(1410.0, 252)
(1412.5, 254)
(1415.0, 254)
(1417.5, 252)
(1420.0, 254)
(1422.5, 256)
(1425.0, 256)
(1427.5, 258)
(1430.0, 258)
(1432.5, 258)
(1435.0, 258)
(1437.5, 260)
(1440.0, 262)
(1442.5, 258)
(1445.0, 260)
(1447.5, 260)
(1450.0, 258)
(1452.5, 260)
(1455.0, 262)
(1457.5, 262)
(1460.0, 262)
(1462.5, 258)
(1465.0, 258)
(1467.5, 258)
(1470.0, 260)
(1472.5, 260)
(1475.0, 260)
(1477.5, 260)
(1480.0, 262)
(1482.5, 262)
(1485.0, 264)
(1487.5, 266)
(1490.0, 266)
(1492.5, 268)
(1495.0, 268)
(1497.5, 266)
(1500.0, 266)
