(0, 2)
(1, 2)
(2, 2)
(3, 2)
(4, 2)
(5, 4)
(6, 4)
(7, 6)
(8, 6)
(9, 6)
(10, 4)
(11, 4)
(12, 4)
(13, 6)
(14, 6)
(15, 8)
(16, 6)
(17, 6)
(18, 6)
(19, 8)
(20, 8)
(21, 8)
(22, 8)
(23, 8)
(24, 10)
(25, 10)
(26, 10)
(27, 10)
(28, 10)
(29, 12)
(30, 12)
(31, 12)
(32, 12)
(33, 14)
(34, 14)
(35, 14)
(36, 12)
(37, 14)
(38, 14)
(39, 16)
(40, 16)
(41, 16)
(42, 18)
(43, 16)
(44, 18)
(45, 18)
(46, 18)
(47, 18)
(48, 16)
(49, 16)
(50, 16)
(51, 18)
(52, 18)
(53, 22)
(54, 22)
(55, 22)
(56, 20)
(57, 22)
(58, 20)
(59, 20)
(60, 20)
(61, 20)
(62, 20)
(63, 20)
(64, 20)
(65, 20)
(66, 20)
(67, 22)
(68, 22)
(69, 22)
(70, 20)
(71, 20)
(72, 22)
(73, 22)
(74, 24)
(75, 24)
(76, 24)
(77, 26)
(78, 26)
(79, 26)
(80, 26)
(81, 26)
(82, 26)
(83, 26)
(84, 26)
(85, 26)
(86, 26)
(87, 26)
(88, 26)
(89, 28)
(90, 28)
(91, 28)
(92, 26)
(93, 28)
(94, 26)
(95, 26)
(96, 24)
(97, 26)
(98, 26)
(99, 28)
(100, 28)
(101, 28)
(102, 28)
(103, 28)
(104, 28)
(105, 28)
(106, 28)
(107, 28)
(108, 28)
(109, 28)
(110, 28)
(111, 28)
(112, 28)
(113, 28)
(114, 28)
(115, 28)
(116, 28)
(117, 28)
(118, 30)
(119, 28)
(120, 30)
(121, 28)
(122, 30)
(123, 30)
(124, 30)
(125, 28)
(126, 30)
(127, 32)
(128, 32)
(129, 32)
(130, 30)
(131, 28)
(132, 28)
(133, 28)
(134, 28)
(135, 28)
(136, 28)
(137, 28)
(138, 26)
(139, 26)
(140, 26)
(141, 26)
(142, 28)
(143, 26)
(144, 26)
(145, 24)
(146, 24)
(147, 24)
(148, 24)
(149, 24)
(150, 26)
(151, 26)
(152, 26)
(153, 26)
(154, 26)
(155, 26)
(156, 26)
(157, 26)
(158, 26)
(159, 28)
(160, 28)
(161, 28)
(162, 28)
(163, 30)
(164, 30)
(165, 30)
(166, 30)
(167, 30)
(168, 30)
(169, 30)
(170, 30)
(171, 30)
(172, 30)
(173, 28)
(174, 28)
(175, 28)
(176, 30)
(177, 30)
(178, 30)
(179, 30)
(180, 28)
(181, 28)
(182, 30)
(183, 28)
(184, 30)
(185, 30)
(186, 32)
(187, 32)
(188, 32)
(189, 32)
(190, 32)
(191, 34)
(192, 34)
(193, 34)
(194, 34)
(195, 32)
(196, 32)
(197, 34)
(198, 32)
(199, 30)
(200, 30)
(201, 28)
(202, 30)
(203, 30)
(204, 30)
(205, 30)
(206, 28)
(207, 28)
(208, 26)
(209, 28)
(210, 28)
(211, 26)
(212, 26)
(213, 26)
(214, 24)
(215, 24)
(216, 24)
(217, 26)
(218, 26)
(219, 26)
(220, 26)
(221, 26)
(222, 26)
(223, 26)
(224, 26)
(225, 26)
(226, 28)
(227, 28)
(228, 28)
(229, 28)
(230, 28)
(231, 28)
(232, 28)
(233, 28)
(234, 28)
(235, 28)
(236, 28)
(237, 28)
(238, 30)
(239, 30)
(240, 30)
(241, 30)
(242, 30)
(243, 30)
(244, 30)
(245, 30)
(246, 30)
(247, 32)
(248, 32)
(249, 32)
(250, 32)
