(0, 2)
(1, 2)
(2, 2)
(3, 4)
(4, 4)
(5, 6)
(6, 6)
(7, 6)
(8, 6)
(9, 6)
(10, 8)
(11, 8)
(12, 8)
(13, 8)
(14, 10)
(15, 10)
(16, 10)
(17, 10)
(18, 10)
(19, 10)
(20, 10)
(21, 12)
(22, 12)
(23, 12)
(24, 14)
(25, 14)
(26, 14)
(27, 14)
(28, 14)
(29, 14)
(30, 14)
(31, 16)
(32, 16)
(33, 18)
(34, 18)
(35, 18)
(36, 18)
(37, 18)
(38, 18)
(39, 18)
(40, 18)
(41, 18)
(42, 20)
(43, 20)
(44, 22)
(45, 22)
(46, 22)
(47, 22)
(48, 22)
(49, 24)
(50, 24)
(51, 26)
(52, 26)
(53, 26)
(54, 26)
(55, 28)
(56, 28)
(57, 28)
(58, 28)
(59, 28)
(60, 28)
(61, 28)
(62, 30)
(63, 30)
(64, 30)
(65, 30)
(66, 30)
(67, 30)
(68, 30)
(69, 30)
(70, 30)
(71, 30)
(72, 30)
(73, 30)
(74, 32)
(75, 34)
(76, 36)
(77, 36)
(78, 36)
(79, 36)
(80, 38)
(81, 38)
(82, 38)
(83, 40)
(84, 42)
(85, 42)
(86, 42)
(87, 42)
(88, 44)
(89, 44)
(90, 44)
(91, 44)
(92, 44)
(93, 46)
(94, 46)
(95, 46)
(96, 46)
(97, 46)
(98, 48)
(99, 48)
(100, 48)
(101, 48)
(102, 50)
(103, 50)
(104, 52)
(105, 52)
(106, 52)
(107, 52)
(108, 52)
(109, 54)
(110, 54)
(111, 54)
(112, 54)
(113, 54)
(114, 54)
(115, 56)
(116, 56)
(117, 58)
(118, 58)
(119, 60)
(120, 60)
(121, 60)
(122, 62)
(123, 64)
(124, 64)
(125, 64)
(126, 64)
(127, 64)
(128, 64)
(129, 64)
(130, 64)
(131, 66)
(132, 66)
(133, 66)
(134, 66)
(135, 66)
(136, 66)
(137, 66)
(138, 68)
(139, 68)
(140, 68)
(141, 68)
(142, 68)
(143, 68)
(144, 68)
(145, 70)
(146, 70)
(147, 70)
(148, 70)
(149, 72)
(150, 72)
(151, 74)
(152, 74)
(153, 74)
(154, 74)
(155, 76)
(156, 76)
(157, 78)
(158, 78)
(159, 78)
(160, 80)
(161, 80)
(162, 80)
(163, 82)
(164, 82)
(165, 82)
(166, 82)
(167, 84)
(168, 86)
(169, 86)
(170, 86)
(171, 86)
(172, 86)
(173, 86)
(174, 88)
(175, 88)
(176, 88)
(177, 88)
(178, 88)
(179, 88)
(180, 90)
(181, 90)
(182, 90)
(183, 90)
(184, 92)
(185, 92)
(186, 94)
(187, 94)
(188, 96)
(189, 96)
(190, 98)
(191, 98)
(192, 98)
(193, 98)
(194, 98)
(195, 98)
(196, 98)
(197, 100)
(198, 100)
(199, 100)
(200, 100)
(201, 100)
(202, 102)
(203, 102)
(204, 102)
(205, 102)
(206, 102)
(207, 102)
(208, 104)
(209, 104)
(210, 104)
(211, 104)
(212, 106)
(213, 106)
(214, 106)
(215, 108)
(216, 108)
(217, 108)
(218, 110)
(219, 110)
(220, 112)
(221, 114)
(222, 114)
(223, 114)
(224, 114)
(225, 114)
(226, 114)
(227, 114)
(228, 114)
(229, 114)
(230, 116)
(231, 116)
(232, 116)
(233, 116)
(234, 116)
(235, 118)
(236, 118)
(237, 118)
(238, 118)
(239, 120)
(240, 120)
(241, 120)
(242, 120)
(243, 120)
(244, 120)
(245, 120)
(246, 120)
(247, 120)
(248, 120)
(249, 122)
(250, 122)
(251, 124)
(252, 124)
(253, 124)
(254, 124)
(255, 126)
(256, 126)
(257, 128)
(258, 128)
(259, 128)
(260, 128)
(261, 130)
(262, 130)
(263, 130)
(264, 130)
(265, 130)
(266, 130)
(267, 132)
(268, 132)
(269, 132)
(270, 134)
(271, 134)
(272, 136)
(273, 136)
(274, 138)
(275, 138)
(276, 138)
(277, 138)
(278, 138)
(279, 138)
(280, 140)
(281, 140)
(282, 140)
(283, 142)
(284, 142)
(285, 142)
(286, 144)
(287, 144)
(288, 146)
(289, 146)
(290, 146)
(291, 146)
(292, 146)
(293, 146)
(294, 148)
(295, 148)
(296, 150)
(297, 152)
(298, 154)
(299, 154)
(300, 154)
(301, 154)
(302, 156)
(303, 156)
(304, 156)
(305, 156)
(306, 156)
(307, 156)
(308, 156)
(309, 156)
(310, 156)
(311, 156)
(312, 158)
